"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Map to Escherichia coli CFT073"	"Accession-1"	"Accession-1"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G369"	"b1071"	1129835	1130128	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G369-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1340"	"b1071"	"b1071"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11964"	"b3602"	3776665	3777027	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11964-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4421"	"b3602"	"b3602"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11637"	"b1529"	1618243	1618908	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11637-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1951"	"b1529"	"b1529"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12308"	"b2561"	2698759	2699607	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12308-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3085"	"b2561"	"b2561"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11839"	"b3873"	4061165	4062145	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11839-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4822"	"b3873"	"b3873"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6377"	"b0705"	736900	737961	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6377-MONOMER"	""	"b0705"	"b0705"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6378"	"b0709"	741075	742556	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=B0709-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0788"	"b0709"	"b0709"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12116"	"b0464"	485761	486408	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12116-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0582"	"b0464"	"b0464"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11603"	"b3054"	3199664	3200965	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11603-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3802"	"b3054"	"b3054"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7753"	"b3434"	3575071	3575664	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7753-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4221"	"b3434"	"b3434"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11838"	"b3872"	4060447	4061157	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11838-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4821"	"b3872"	"b3872"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11201"	"b3810"	3995583	3996290	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11201-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4731"	"b3810"	"b3810"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6138"	"b0264"	279178	279681	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6138-MONOMER"	""	"b0264"	"b0264"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG13174"	"b2775"	2900592	2901869	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=B2775-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3333"	"b2775"	"b2775"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11734"	"b1020"	1084992	1086056	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11734-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1159"	"b1020"	"b1020"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11527"	"b2193"	2290500	2291147	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PHOSPHO-NARP" // "HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NARP-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2730"	"b2193"	"b2193"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11122"	"b1254"	1312351	1312890	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11122-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1720"	"b1254"	"b1254"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11530"	"b1805"	1888061	1889746	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=ACYLCOASYN-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2209"	"b1805"	"b1805"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11623"	"b2797"	2929576	2930943	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=LSERINEDEAM2-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3365"	"b2797"	"b2797"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11146"	"b2405"	2521593	2522477	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11146-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2937"	"b2405"	"b2405"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7839"	"b4158"	4385704	4386018	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7839-MONOMER"	""	"b4158"	"b4158"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-10541"		381351	382579	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-2761"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3611"		
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12563"	"b4321"	4549953	4551296	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=GNTP-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C5401"	"b4321"	"b4321"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11371"	"b2560"	2697915	2698550	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11371-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3083"	"b2560"	"b2560"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10977"	"b3229"	3376782	3377420	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10977-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3982"	"b3229"	"b3229"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7684"	"b3239"	3385857	3386129	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7684-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3994"	"b3239"	"b3239"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10740"	"b4041"	4254043	4256466	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=GLYCEROL-3-P-ACYLTRANSFER-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C5011"	"b4041"	"b4041"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11407"	"b1189"	1237571	1238869	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=DALADEHYDROGA-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1638"	"b1189"	"b1189"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10839"	"b3842"	4024333	4024821	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10839-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4789"	"b3842"	"b3842"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7551"	"b2985"	3133244	3133957	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7551-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3722"	"b2985"	"b2985"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7769"	"b3505"	3652182	3653198	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-4241"	""	"b3505"	"b3505"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12268"	"b3547"	3710799	3712007	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=YHJX-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4365"	"b3547"	"b3547"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6551"	"b1046"	1106355	1107776	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6551-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1310"	"b1046"	"b1046"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10656"	"b3188"	3334909	3335187	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10656-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3946"	"b3188"	"b3188"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7418"	"b2737"	2862335	2863501	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7418-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3298"	"b2737"	"b2737"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10704"	"b0418"	436589	437107	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PGPPHOSPHAA-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0529"	"b0418"	"b0418"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11005"	"b3708"	3888730	3890145	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=TRYPTOPHAN-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4631"	"b3708"	"b3708"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10359"	"b0683"	710200	710646	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PD00260"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0770"	"b0683"	"b0683"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7202"	"b2331"	2448606	2449157	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7202-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2877"	"b2331"	"b2331"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7074"	"b1994"	2066305	2067321	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7074-MONOMER"	""	"b1994"	"b1994"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12034"	"b2170"	2263863	2265044	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=B2170-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2706"	"b2170"	"b2170"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11608"	"b1249"	1307185	1308645	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=CARDIOLIPSYN-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1713"	"b1249"	"b1249"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7727"	"b3375"	3504052	3504783	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7727-MONOMER"	""	"b3375"	"b3375"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6998"	"b1820"	1904801	1905259	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6998-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2227"	"b1820"	"b1820"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11377"	"b3018"	3162744	3163481	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3758"	"b3018"	"b3018"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12407"	"b0828"	866568	867533	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-3" // "HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-2" // "HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12407-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0913"	"b0828"	"b0828"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7347"	"b2570"	2707322	2707801	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7347-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3094"	"b2570"	"b2570"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6894"	"b1664"	1744871	1746127	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6894-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2058"	"b1664"	"b1664"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-10538"		290649	291346	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-4231"	""		
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11842"	"b3877"	4065809	4067194	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=YIHP-MONOMER"	""	"b3877"	"b3877"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10775"	"b4160"	4389392	4390360	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PSD-MONOMER" // "HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PHOSPHASERDECARB-BETA-MONOMER" // "HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PHOSPHASERDECARB-ALPHA-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C5247"	"b4160"	"b4160"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6976"	"b1790"	1874755	1875576	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6976-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2195"	"b1790"	"b1790"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6608"	"b1168"	1217328	1218851	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6608-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1610"	"b1168"	"b1168"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-9662"	"b4517"	1052067	1052240	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-1701"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1125"	"b4517"	"b4517"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6942"	"b1746"	1828256	1829734	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=SUCCGLUALDDEHYD-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2146"	"b1746"	"b1746"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6673"	"b1341"	1406563	1407795	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6673-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1815"	"b1341"	"b1341"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6434"	"b0834"	875335	876663	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6434-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0919"	"b0834"	"b0834"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7672"	"b3218"	3365702	3366718	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-4240"	""	"b3218"	"b3218"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11658"	"b1616"	1692890	1694263	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=UIDB-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2008"	"b1616"	"b1616"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10139"	"b0175"	195677	196534	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=CDPDIGLYSYN-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0212"	"b0175"	"b0175"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6319"	"b0571"	594760	595443	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-4180" // "HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6319-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0657"	"b0571"	"b0571"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7729"	"b3377"	3506032	3507336	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7729-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4147"	"b3377"	"b3377"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6252"	"b0457"	477067	478617	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6252-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0575"	"b0457"	"b0457"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11674"	"b3059"	3204694	3205311	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11674-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3809"	"b3059"	"b3059"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10930"	"b1814"	1896932	1898296	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=LSERINEDEAM1-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2219"	"b1814"	"b1814"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG13161"	"b2364"	2476694	2477629	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PD00297"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2899"	"b2364"	"b2364"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-10648"	"b4675"	1878874	1878948	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-2875"	""	"b4675"	"b4675"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6725"	"b1404"	1469358	1470509	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6725-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4506"	"b1404"	"b1404"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11392"	"b1186"	1233176	1234717	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NHAB-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1634"	"b1186"	"b1186"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11437"	"b1090"	1147621	1148691	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11437-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1359"	"b1090"	"b1090"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12278"	"b3574"	3741684	3742532	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12278-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4395"	"b3574"	"b3574"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7282"	"b2452"	2566881	2568107	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7282-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2977"	"b2452"	"b2452"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12708"	"b0527"	556032	556553	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12708-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0643"	"b0527"	"b0527"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10781"	"b2585"	2722727	2724082	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PHOSPHASERSYN-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3110"	"b2585"	"b2585"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10045"	"b1767"	1850860	1851876	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=ANSA-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2171"	"b1767"	"b1767"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12105"	"b2157"	2248737	2249618	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12105-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2692"	"b2157"	"b2157"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12263"	"b3536"	3696458	3698029	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12263-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4348"	"b3536"	"b3536"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6296"	"b0540"	566842	567141	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-4243"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1225"	"b0540"	"b0540"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11041"	"b1907"	1989681	1990892	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=TYRP-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2323"	"b1907"	"b1907"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10706"	"b1912"	1992269	1992817	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PHOSPHAGLYPSYN-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2325"	"b1912"	"b1912"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11741"	"b3264"	3412803	3413465	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11741-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4030"	"b3264"	"b3264"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6465"	"b0891"	937372	937983	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6465-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1028"	"b0891"	"b0891"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11941"	"b4066"	4281783	4283075	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11941-MONOMER"	""	"b4066"	"b4066"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6406"	"b0789"	822498	823739	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6406-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0872"	"b0789"	"b0789"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6943"	"b1747"	1829731	1830765	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=ARGSUCCTRAN-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2147"	"b1747"	"b1747"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11449"	"b4480"	3947128	3947967	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11449-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4685"	"b4480"	"b4480"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11806"	"b1846"	1929048	1929707	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11806-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2258"	"b1846"	"b1846"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6085"	"b0021"	19811	20314	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7762-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4498"	"b0021"	"b0021"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10578"	"b4120"	4343369	4344790	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MELB-MONOMER"	""	"b4120"	"b4120"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10224"	"b4042"	4256637	4257005	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=DIACYLGLYKIN-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C5013"	"b4042"	"b4042"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11103"	"b0535"	563848	564480	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11103-MONOMER"	""	"b0535"	"b0535"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11977"	"b1950"	2022893	2023678	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11977-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2367"	"b1950"	"b1950"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11526"	"b1460"	1531816	1532952	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11526-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1893"	"b1460"	"b1460"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10964"	"b0693"	718262	720460	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=ORNDECARBOXDEG-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0777"	"b0693"	"b0693"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10958"	"b4062"	4277060	4277383	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PD00406"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C5053"	"b4062"	"b4062"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11187"	"b3594"	3766337	3767179	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11187-MONOMER"	""	"b3594"	"b3594"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-10535"		19811	20508	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-2755"	""		
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7542"	"b2975"	3119597	3121279	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=B2975-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4425"	"b2975"	"b2975"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10820"	"b1951"	2023968	2024591	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PD02233"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2369"	"b1951"	"b1951"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7709"	"b3331"	3462344	3462931	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7709-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4102"	"b3331"	"b3331"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11097"	"b0410"	430605	430952	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11097-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0520"	"b0410"	"b0410"
